ID,post_type,post_status,post_name,post_title,post_content,post_excerpt,post_author,post_date,post_modified,post_thumbnail,post_parent,menu_order,post_tags,post_category,summary,seo_title,image,book_star,amazon_url,author,publisher,price,no_price,type,reread,text,reread_2,text_2,reread_3,text_3,reread_4,text_4,reread_5,text_5,status,auto_update_uri,ao_post_optimize,views,post_views_count,bzb_meta_keywords,bzb_meta_description,bzb_meta_robots,bzb_post_asset_js4head,bzb_post_asset_css,bzb_post_asset_js,bzb_cta,bzb_post_front_info,bzb_checklists,bzb_show_toppage_flag,bzb_include_rss,bzb_post_social_buttons,title,no-price
,books,publish,the-lie-of-the-young-people-are-poor-theory,「若者はかわいそう」論のウソ,,,2,2015-06-11 9:31:04,2020-07-25 9:32:34,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/41j3MCx2PZL._SX309_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4594062164/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4594062164&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,海老原 嗣生,扶桑社,258,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,0,79,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,hunger-makes-people-healthy,「空腹」が人を健康にする,,,2,2015-06-07 9:33:16,2020-07-25 9:34:31,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/download-10.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4763132024/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4763132024&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,南雲吉則,サンマーク出版,258,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,68,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,introduction-to-how-to-make-tableware-that-i-can-do,私にもできる表具の作り方入門―裏打・額装・パネル張り・掛け軸,,,2,2015-06-03 9:35:01,2020-07-25 9:36:38,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/41aDyh1fWwL._SX354_BO1204203200_-1.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4434077309/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4434077309&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"荒川 達 (監修), 〓導会 (編集)",オルク; 新装版,2160,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,0,72,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,one-dimension-master-sarunika-battle-taro-urashima,一寸法師・さるかに合戦・浦島太郎,"<time datetime=""2020-07-24"">2020-07-24</time> 追記
 <p>この頃、私は昔話を読むことに価値を見出して、ハマっていたような気がする。読書には、たとえ一言でも感想をつけておくべきであったと、今になって思う。
 </p>",,2,2015-06-03 9:37:17,2020-07-25 9:42:14,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51fCri44l1L._SX355_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4003023633/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4003023633&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,関 敬吾,岩波書店,418,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,90,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,aunt-trude-a-story-like-grimm,トゥルーデおばさん―グリムのような物語 (眠れぬ夜の奇妙な話コミックス),,,2,2015-05-29 9:45:07,2020-07-25 9:46:44,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/61L5CLqoPL._SX347_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4022130636/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4022130636&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,諸星 大二郎,朝日新聞出版,,購入価格: 不明,,,,,,,,,,,,,,,2,90,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,snow-white-grim-like-story,スノウホワイト グリムのような物語,,,2,2015-05-29 9:47:07,2020-07-25 9:54:54,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51BSZPZQW8L._SX351_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4488023916/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4488023916&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,諸星 大二郎,東京創元社,402,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,2,86,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,from-daijiro-morohoshis-self-selected-short-story,諸星大二郎自選短編集 彼方より,,,2,2015-05-29 9:55:27,2020-07-25 9:57:19,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51XIHDIVCbL._SX343_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4086182343/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4086182343&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,諸星 大二郎,集英社,413,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,103,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,morohoshi-daijiro-self-chosen-short-story-thou-become-a-god-become-a-demon,諸星大二郎自選短編集 汝、神になれ 鬼になれ,,,2,2015-05-29 9:59:08,2020-07-25 10:01:40,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51Pom-zikhL._SX343_BO1204203200_-1.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4086182335/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4086182335&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,諸星 大二郎,集英社,413,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,2,88,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,complete-grim-fairy-tales-collection-2,完訳グリム童話集 2,,,2,2015-05-17 10:02:02,2020-07-25 10:04:52,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2015/05/4003241320.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4000004239/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4000004239&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"ヤーコプ・グリム (著), ヴィルヘルム・グリム  (著)",岩波書店,,購入価格: 不明,,,,,,,,,,,,,,,0,90,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,what-does-it-mean-to-kill-a-person,人を殺すとはどういうことか―長期LB級刑務所・殺人犯の告白,,,2,2015-05-16 0:57:15,2020-07-26 1:00:10,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51gWr86rlDL._SX298_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4101358613/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4101358613&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,美達 大和,新潮社,318,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,92,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,hamelins-fuefuki-the-legend-and-its-world,ハーメルンの笛吹き男―伝説とその世界,,,2,2015-05-14 1:31:26,2020-07-26 1:34:28,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/615A4KW71WL._SX334_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4480022724/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4480022724&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,阿部 謹也,筑摩書房,375,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,0,93,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,all-the-death-sentences-revealed-by-a-former-prison-officer,元刑務官が明かす死刑のすべて,,,2,2015-05-14 1:35:04,2020-07-26 1:38:34,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2015/05/419P9P5jouL._SX349_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4167679876/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4167679876&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,坂本 敏夫,文藝春秋,258,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,106,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,what-was-the-renaissance,ルネサンスとは何であったのか,,,2,2015-05-12 1:39:04,2020-07-26 1:41:48,,0,0,"book,no_comment",art,,,https://test.b2i.link/wp-content/uploads/2015/05/41Y7OiqjD9L._SX346_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4101181314/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4101181314&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,塩野 七生,新潮社,251,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,2,101,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,recommendation-to-live-comfortably-in-old-age,養老訓,,,2,2015-05-09 1:45:06,2020-07-26 1:45:52,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/41U01PJHLRL._SX298_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4101308365/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4101308365&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,養老 孟司,新潮社,356,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,104,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,complete-translation-grimms-storybook,完訳 グリム童話集〈1〉,,,2,2015-04-27 1:46:43,2020-07-26 1:50:35,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2015/04/51ECY3VX7ZL._SX350_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4003241312/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4003241312&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"W. グリム (著), J. グリム (著), 金田 鬼一 (翻訳)",岩波書店,258,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,80,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,old-story-deep-jung-psychology-and-grimms-fairy-tales,昔話の深層 ユング心理学とグリム童話,,,2,2015-04-27 1:51:05,2020-07-26 1:53:42,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51zWK2rQQIL._SX356_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/gp/product/4062560313/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,河合 隼雄,講談社,447,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,115,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,age-of-curse,呪いの時代,,,2,2015-04-14 1:56:42,2020-07-26 1:58:13,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/41y7NwAGqL._SY344_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4101260613/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4101260613&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,内田 樹,新潮社,498,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,0,86,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,the-value-of-madness,狂気の価値,,,2,2015-04-06 1:58:40,2020-07-26 2:01:24,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51a4pIGPCL._SL500_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4022592427/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4022592427&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,西丸 四方,朝日新聞社,,購入価格: 不明,,,,,,,,,,,,,,,0,118,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,nude-and-patriotic,ヌードと愛国,,,2,2015-04-03 2:01:59,2020-07-26 2:04:23,,0,0,"book,no_comment",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/31xGNT4lBFL._SX307_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/gp/product/4062882841/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,池川 玲子,講談社,812,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,0,98,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,art-price,美の値段,,,2,2015-01-17 2:06:05,2020-07-26 2:09:36,,0,0,"book,no_comment",art,,,https://test.b2i.link/wp-content/uploads/2020/07/41mFTw441JL._SX322_BO1204203200_.jpg,"</i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4334051731/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4334051731&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,池田 満寿夫,光文社,258,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,131,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,non-nuclear-art-guide-how-the-nucleus-was-drawn,非核芸術案内――核はどう描かれてきたか,,,2,2015-02-02 2:11:02,2020-07-26 2:13:54,,0,0,"book,no_comment",art,,,https://test.b2i.link/wp-content/uploads/2020/07/41UZqEuuYnL._SX350_BO1204203200_.jpg,"</i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/400270887X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=400270887X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,岡村 幸宣,岩波書店,648,購入価格: 不明,,,,,,,,,,,,,,,0,113,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,20th-century-painting-reexamine-modernist-art-history,20世紀絵画 モダニズム美術史を問い直す,,,2,2015-03-14 2:15:16,2020-07-26 2:51:14,,0,0,"book,no_comment",art,,,https://test.b2i.link/wp-content/uploads/2020/07/416RZVKE2HL._SX304_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4334033342/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4334033342&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,宮下 誠,光文社,398,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,0,129,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,art-history-of-tattoos-and-nudity-from-edo-to-modern-times,刺青とヌードの美術史 江戸から近代へ,,,2,2015-04-02 4:53:40,2020-07-26 4:55:26,,0,0,"book,no_comment",art,,,https://test.b2i.link/wp-content/uploads/2015/04/41DHZxFP24L._SX342_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4140911093/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4140911093&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,宮下 規久朗,NHK出版,586,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,142,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
