ID,post_type,post_status,post_name,post_title,post_content,post_excerpt,post_author,post_date,post_modified,post_thumbnail,post_parent,menu_order,post_tags,post_category,summary,seo_title,image,book_star,amazon_url,author,publisher,price,no_price,type,reread,text,reread_2,text_2,reread_3,text_3,reread_4,text_4,reread_5,text_5,status,auto_update_uri,ao_post_optimize,views,post_views_count,bzb_meta_keywords,bzb_meta_description,bzb_meta_robots,bzb_post_asset_js4head,bzb_post_asset_css,bzb_post_asset_js,bzb_cta,bzb_post_front_info,bzb_checklists,bzb_show_toppage_flag,bzb_include_rss,bzb_post_social_buttons,title,no-price
,books,publish,a-book-for-those-who-say-first-christianity,「キリスト教は初めて」という人のための本―ヨハネの福音書3章16節から,この一年、キリスト教についてあれこれ学んできて、とりあえず一周して、一区切り付けられたという思い。今、このような入門書に改めて触れることで、ようやく少しばかりの手応えを感じる。,,2,2018-03-31 8:09:05,2020-07-15 8:12:39,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/41t37V05ZtL._SX325_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4264017440/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4264017440&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,内田 和彦,いのちのことば社,432,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,6,86,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,a-book-for-those-who-say-first-time-for-prayer,「祈りは初めて」という人のための本,いよいよ今夜洗礼を受けるにも関わらず、祈るとは一体なんぞやという思いから手にとった。読みやすくなるほどなという内容で、祈り方の指針が得られた感がある。,,2,2018-03-31 8:12:53,2020-07-15 8:14:50,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/03/41WA5oPbuaL._SX324_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4264018633/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4264018633&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,内田和彦,いのちのことば社,432,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,4,81,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,uchimura-kanzos-evangelism-why-religion-is-necessary,内村鑑三の伝道論――なぜ宗教が必要なのか,内村先生はマッチョなキリスト者なのだなとしみじみ。それはともかく「伝道ほど楽しいことはない」などウッとなってしまう暑苦しい見出しがやけに多いなと感じていたが、読み終わって『幸福の科学出版』とあり、あ、そういうことだったのかしら、となった。,,2,2018-03-31 22:19:53,2020-07-15 22:20:54,,0,0,"book,religion",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51o3gfdtH7L._SL500_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4863957696/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4863957696&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,内村 鑑三,幸福の科学出版,1200,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,4,101,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,religious-forum,宗教座談,内村先生のキリスト教観には非常に親近感を覚える。特に無教会主義という考え方には心底リスペクトできる。とか言いつつ、私はしっかり教会に所属し洗礼を受けるのではあるが。しかし、内村先生もかつてしっかり受洗されておられるので、一度は通るべき道なのであろうと思っている。,,2,2018-03-27 22:36:52,2020-07-15 22:41:31,,0,0,"book,religion",book-review,,,https://test.b2i.link/wp-content/uploads/2018/03/41IJx471YKL._SX352_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/400331199X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=400331199X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,内村 鑑三,岩波書店,583,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,7,73,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,christ-and-jesus-how-to-read-the-bible,キリストとイエス―聖書をどう読むか,新しさを感じる指摘が多々あった。が、新書らしからぬ難解さで、再読の必要を感じる。,,2,2018-03-26 22:42:19,2020-07-15 22:44:28,,0,0,"book,religion",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/418d7deGIL._SX301_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4061155792/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4061155792&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,八木 誠一,講談社,540,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,4,75,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,how-to-escape-from-the-decline-of-knowledge,「知の衰退」からいかに脱出するか?,実に刺激的な本だった。わかりやすく自分の人生にハッパをかけられた感じ。おっしゃる通り、低IQ人間に甘んじることなく、野心を持って力強く生きていきたいと思う限り。,,2,2018-03-22 1:20:52,2020-07-16 1:24:17,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/03/41vINzGrACL._SX338_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4334975607/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4334975607&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,大前研一,光文社,,購入価格: 人にもらった(0円),,,,,,,,,,,,,,,3,78,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,survival-english-grammar-awakens-reading-power,サバイバル英文法 「読み解く力」を呼び覚ます,なるほどという指摘がいくつかあり、また時間を置いて読み返したい感じ。,,2,2018-03-20 1:24:47,2020-07-16 1:27:19,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2018/03/5170s354qIL._SX320_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/414088472X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=414088472X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,関 正生,NHK出版,100,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,71,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,corporate-information-leakage-prevention-manual,企業情報漏洩防止マニュアル―伸びる企業のリスクマネジメント,全国の社長、管理職に非常に有益な本であろうと。が、しかし、雇われる側としては読んでほしくないのが偽らざる本音。,,2,2018-03-21 1:27:48,2020-07-16 1:30:14,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/03/51B1D4FBZ2L._SX332_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4756145175/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4756145175&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"酒巻 久  (著), キヤノン電子情報セキュリティ研究所 (著)",アスキー,,購入価格: 不明,,,,,,,,,,,,,,,2,85,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,what-i-wanted-to-know-before-going-abroad,海外に飛び出す前に知っておきたかったこと,既に飛び出していても良き本であった。シンガポールのことについて多く語られているのも私にはありがたかった。海外で！私は戦っていきたいのだという思いを新たにした次第。,,2,2018-03-19 2:41:06,2020-07-16 2:42:33,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/03/51ds3Rvs0OL._SX337_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4799318713/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4799318713&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,小林 慎和,ディスカヴァー・トゥエンティワン,,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,103,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,how-to-deal-with-americans-who-dont-reflect-on-34-arcs-working-x-english-series,反省しないアメリカ人をあつかう方法34 アルク　はたらく×英語シリーズ,ビジネスの場でのアメリカ人との付き合い方、折り合いの付け方が実に詳しく丁寧に紹介されている。英語のフレーズも豊富に挿入されており、私としては百点をあげたい。,,2,2018-03-16 3:21:24,2020-07-16 3:23:42,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51-NmfSPXUL.jpg,"</i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/B019GH6KRY/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=B019GH6KRY&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,ロッシェル・カップ,アルク,,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,5,89,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,new-testament-modern-translation,新約聖書 現代訳,人生3度目の新約聖書読了。この現代語訳版はかなりわかりやすいので、初めての人にもおすすめ。次は文語訳でも読んでみるつもり。,,2,2018-03-14 3:25:42,2020-07-16 3:27:20,,0,0,"book,religion",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51OeB9ukRRL._SX348_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4872070909/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4872070909&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,尾山 令仁 (翻訳),現代訳聖書刊行会,,購入価格: 不明,,,,,,,,,,,,,,,4,85,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,the-little-prince-the-little-prince-ladder-series-level-2,星の王子さま The Little Prince (ラダーシリーズ Level 2),英語多読の一環で。しかし、読むとピーターパン症候群が悪化する。,,2,2018-03-11 3:48:02,2020-07-16 3:48:21,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/41gblhQWX2L._SX309_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4896845749/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4896845749&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"サン=テグジュペリ (著), 寺沢 美紀 (翻訳)",IBCパブリッシング,648,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,2,107,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,japans-most-lonely-old-man,世界一孤独な日本のオジサン,一日で読了。良い。というか、うちの父に有益と思われるので送っておいた。,,2,2018-03-10 3:48:50,2020-07-16 3:50:14,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/31IeUoPFUCL._SX310_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4040821882/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4040821882&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,岡本 純子,KADOKAWA,888,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,89,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,eriko-sekiyas-business-persons-english-email-techniques,関谷英里子の たった3文でOK! ビジネスパーソンの英文メール術,コピペでそのまま使える感じではあるが、ちゃんと覚えて血肉としなければ意味がない。,,2,2018-03-10 3:50:51,2020-07-16 3:53:19,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51R7AmqrGLL._SX363_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4799312219/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4799312219&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,関谷 英里子,ディスカヴァー・トゥエンティワン,648,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,124,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,100-million-english-grammar-to-speak-english-grammar-given-to-all-japanese,一億人の英文法 ――すべての日本人に贈る「話すため」の英文法,毎朝少しずつ読み、ほとんど一年かかったような気がする。要所要所で著者の変にくだけた物言いにイラッとくるが、内容として有益かと。また時間をおいてから再読したい。,,2,2018-03-10 3:53:52,2020-07-16 3:56:11,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/download-5.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4890855270/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4890855270&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"大西 泰斗  (著), ポール・マクベイ (著)",ナガセ,2300,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,84,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,the-curators-handbook,THE CURATOR'S HANDBOOK―美術館、ギャラリー、インディペンデント・スペースでの展覧会のつくり方[キュレーターズ・ハンドブック],キュレーターを志すなら必読の書と言われるのも納得。作品の扱い方から来場者への対応まで、ここまで実践的な本もないというくらいプラグマティックな本。キュレーターがどんなことを考え、何をやっているのかを知っておくことは、アーティストにとっても有益だと思う。,,2,2018-03-06 6:48:29,2020-07-16 6:50:58,,0,0,book,art,,,https://test.b2i.link/wp-content/uploads/2018/03/41V0IRucCsL._SX347_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4845915618/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4845915618&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"エイドリアン・ジョージ (著), 河野晴子 (翻訳)",フィルムアート社,2148,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,4,166,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,steve-jobs-amazing-presentation,スティーブ・ジョブズ 驚異のプレゼン,プレゼンの何たるかが知れると同時に、ジョブズの優しい英語も学べるという一石二鳥のおいしい本。,,2,2018-03-10 6:52:32,2020-07-16 6:54:13,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51dF7Ti5XQL._SX325_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/482224816X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=482224816X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"カーマイン・ガロ  (著), 外村仁 解説 (その他), 井口耕二  (翻訳)",日経BP,,購入価格: 不明,,,,,,,,,,,,,,,3,90,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,the-rise-and-fall-of-the-bubble-can-japan-change-the-future-of-ruin,バブルの興亡 日本は破滅の未来を変えられるのか,シェアメイトに頂いた本。経済や政治にはあんまり興味はないのだが、有益な情報は多々あったように思う。幼少の時分のあるクリスマスに高価なラジコンを買ってもらったことがあるのだが、あれはバブルの時期だったのかなあ、などとも。,,2,2018-03-05 7:35:07,2020-07-16 7:37:21,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/03/51w0q6ktXJL._SX339_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4062157128/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4062157128&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,徳川 家広,講談社,,購入価格: 人にもらった(0円),,,,,,,,,,,,,,,2,98,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,the-albert-einstein-story,アインシュタイン・ストーリー The Albert Einstein Story (ラダーシリーズ Level 1),英語多読の一環。しかし、GPSの仕組みに一般相対性理論が使われているとは知らなかったなあ。,,2,2018-02-18 8:03:10,2020-07-16 8:05:53,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/41bboNcTulL._SX309_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4794600526/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4794600526&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,ジェイク・ロナルドソン,IBCパブリッシング,648,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,4,84,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,your-access-is-always-seen-by-someone,あなたのアクセスはいつも誰かに見られている,賃労働の一助とすべく読んだ。まあ、興味深かったが、心からの興味関心ではなく、いわゆるスキルアップのための読書は苦痛だわ。,,2,2018-02-16 8:07:54,2020-07-16 8:20:05,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51Hfax829nL._SX310_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/459407474X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=459407474X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,小川 卓,扶桑社,702,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,82,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
